Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,Images,Breed,target
Dog,12.0,Male,Brown,Cream,Unknown,Small,No,Unknown,Unknown,Unknown,Healthy,0.0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 7/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them.",2b980afbc-1.jpg,Spitz,True
Dog,8.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"She is very friendly and super playful. If u love energetic and active dog, u might love Coco. She is a good watchdog and very alert with her surroundings. If u wish to adopt, please pm or sms - (Terri)",434691342-1.jpg,Mixed_Breed,False
Dog,2.0,Male,Brown,White,Unknown,Medium,No,No,Yes,No,Healthy,0.0,Dog 4 Adoption,f95b39c6f-2.jpg,Mixed_Breed,True
Dog,5.0,Male,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"Tootie is a tad shy with strangers but gets playful once he is familiar with his surroundings. His sisters are Blondie, Goldie and Whisky. They are cross breed and will be medium sized in adulthood. Vaccination and neutering are compulsory. No tying up or caging unless necessary for short periods. Please call if interested.",be376ea01-1.jpg,Labrador_Retriever,True
Dog,1.0,Male,Black,Brown,Unknown,Medium,Yes,No,No,Unknown,Healthy,0.0,found in my drain alone crying last nite. eyes still closed so its very young and not weaned. puppy seems strong and healthy. want to find someone keen to adopt urgently. kindly email me at urgently.,e76b8eeb2-3.jpg,Mixed_Breed,False
Cat,2.0,Female,Brown,Golden,White,Medium,Yes,No,No,No,Healthy,10.0,I found Bingsu and her other 2 brother in Seksyen 17 PJ. We hopefully to get her a good owner and a home.,f27974780-1.jpg,Domestic_Short_Hair,True
Dog,4.0,Female,Cream,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,"WAS LEFT WITH HER SISTER OUTSIDE 99 SPEED MART DURING A RAINY EVENING. EYES NOT EVEN OPENED. AT FIRST FED HIM WITH MILK POWDER USING MILK FEEDING BOTTLE. LATER WAS NURSED BY A FEMALE CAT, MUI-MUI. VERY SMART AND OBEDIENT. PLAYFUL , LOVING AND GENTLE NATURE. TOILET TRAINED TO USE THE NEWSPAPER.",a83683f66-1.jpg,Mixed_Breed,False
Dog,2.0,Female,White,Unknown,Unknown,Medium,No,Yes,No,Yes,Healthy,0.0,"Rona is very lovely and activ girl , if you are intresting call me and visite the beuty girl .",081301773-6.jpg,Rat_Terrier,False
Cat,24.0,Female,Gray,Unknown,Unknown,Small,Yes,Yes,Yes,Unknown,Healthy,0.0,Owner must ensure they allow Maddie to move around and NOT to be caged up. Very friendly and playful cat for adoption. Pls call for more info/viewing Pls visit Maddie at Hartamas Shopping Centre every Saturday from 2-6pm.,f0063c5b6-1.jpg,Domestic_Short_Hair,False
Dog,12.0,Male,White,Unknown,Unknown,Large,Yes,No,No,No,Healthy,0.0,"White Doggie was stranded on the busy LDP and was fortunately picked up by Mr. Gareth Tan who was on the way to work. White Doggie is a handsome, loving and friendly dog. He is waiting for a a kind soul to adopt him and give him a good shelter. Gareth already has 2 dogs and won't be able to take in another dog. We really hope he would be adopted soon so that he won't be sent to the pound :( Thank you.",0ea0beb3c-2.jpg,Mixed_Breed,False
Cat,24.0,Female,Cream,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,20.0,"A bit shy and timid..but she is loving and can be very attached to you. Great for those who doesnt have any cat or has 1. (NOTE: I am posting behalf of the doctor as he asked for my help. The cat is currently fostered at his clinic. He has taken these cats in out of his good heart, any donation even RM10 would be great to thank the doctor and his clinic for being an angel to foster/feed/vaccinate/take care of the cats without asking a single cent. If anyone is interested you can visit Valley Pets Vet Clinic in Sg.Long, Cheras or contact me for further info ^^)",fa0295935-2.jpg,Domestic_Medium_Hair,True
Dog,9.0,Female,Black,Brown,Gray,Medium,No,Yes,Yes,Yes,Healthy,0.0,scruffy lovable terrier mix i am.Young as I am & now that Buffy has taken over Kimmie's job the cat sentry; I am the full fledged Nanny now with special attention to Minnie.I play with her to stretch her limbs & so forth.,1eb7eb47a-1.jpg,Terrier,False
Dog,8.0,Female,Black,Unknown,Unknown,Medium,Unknown,Unknown,Unknown,Unknown,Healthy,0.0,"Someone dumped her in a factory one week ago. She is very friendly, skin and fur is very nice too, she definitely don't know how to survive in the street. Currently there's people is feeding her. She even know how to be patient to wait for her food, doesn't simply bark at all, she still very young, please give her a forever love home if you can ☺️ Thanks in advance.",9223ae4c4-2.jpg,Mixed_Breed,True
Cat,48.0,Female,Brown,Cream,White,Large,Yes,Yes,Yes,Unknown,Healthy,0.0,Mi Mi is a clean indoor cat which i adopted from SPCA 2 years ago. She is very easy to manage and i only feed her cat food. I am getting married and unable to bring her along to my in-laws house. I am hoping to find a cat lover who could take good care of Mi Mi. Please contact me by mobile or sms me.,f729f19c5-1.jpg,Domestic_Short_Hair,False
Cat,3.0,Male,Golden,Unknown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Tiger is a cute little guy, who loves to play. He is quite affectionate, and happy to be petted and cuddled. He is looking for a loving home, and has grown up so far with lots of brothers and sisters, aunties and uncles.",2f2301bac-2.jpg,Domestic_Medium_Hair,True
Dog,15.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,She is quite intelligent and playful,a7b91a377-2.jpg,Mixed_Breed,False
Dog,3.0,Female,Black,Brown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Healthy, active puppy for adoption",095314294-7.jpg,Mixed_Breed,False
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,"Angel is 2 months old and is very friendly. She is a mixed breed and will make a very good friend to children. If you wish to adopt, please call Kathleen at or Vignes at",454607f26-1.jpg,Mixed_Breed,True
Cat,4.0,Female,Black,Brown,White,Medium,No,No,Yes,No,Healthy,0.0,"This is female kitten from our DSH cat,Tuti. The fur not so long but so soft and fluffy!! Just like rabbit fur! inherit from the her papa. I love her soooo much, one of my favorite cat. But one i day i know i will have to let her go.huhuhu~ Whoever interested to adopt may contact me. thank you.",244cca93e-2.jpg,Domestic_Medium_Hair,False
Dog,7.0,Male,Brown,White,Unknown,Medium,No,No,No,No,Healthy,0.0,"Introducing Snoopy!!! He's a mixed breed Male around 7-8 months old. He's cute, affectionate and like to get attention from people. He's easy to train as they have been staying with people before. Snoopy is your perfect indoor or outdoor pet. If you interested to give Snoopy a home before this X'mas, please give Wen Jing a call. Her contact number is, thanks! biggrin.gif",0ac279a25-1.jpg,Mixed_Breed,False
Dog,4.0,Male,Brown,White,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Cute healthy puppy looking for a home Mix breed. Mother stray dog gave birth near the house area,74f15e0fd-1.jpg,Mixed_Breed,True
Dog,2.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Her home use to be the streets. Being so young she didnt know the danger. Middle of the road was her sleeping place until the rescuers found her. Now she stand a chance to survive. To have a home and a family. If you wish to provide her the home and accept her as your family pls contact me. We appreciate you from the bottom of our heart for giving her that chance.,34090e9d6-2.jpg,Mixed_Breed,False
Dog,3.0,Male,Black,Brown,Cream,Medium,Yes,No,No,No,Healthy,0.0,"Hi, Please bring me homezzzzzz~ TQTQTQTQ.",880a0ac07-1.jpg,Mixed_Breed,True
Cat,2.0,Male,Black,White,Unknown,Medium,Unknown,No,Yes,No,Healthy,50.0,"Adorable domestic long hair kitten looking for new home. He was rescued by Shaila from Subang. He is a bi-colour kitten (black & white). He is about 2 months old now. He has beautiful, thick, long hair with big, round eyes. He is eating wet food (canned fish) and kibbles now. He is healthy, very active and playful. He is under toilet training (potty) now & could be let go soon. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",61afb7281-3.jpg,Domestic_Long_Hair,True
Cat,3.0,Male,Yellow,Unknown,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,Very good looking male orange Tabby. Playful very well behaved toilet trained and eats kibbles. Loves cuddles and purrs purrs purrs.. Area Kajang,1117a135d-1.jpg,Tabby,False
Cat,6.0,Female,Black,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"If anyone would like to take her,dont be hesitate to contact me before July..n i looking for person that wants to take Aboo also because this kittens are sibling..This little kitten is an active kitten..Her right side of body is black and left is white..Her face looks like wearing a mask like the zorro.",27177be26-1.jpg,Domestic_Short_Hair,False
Cat,2.0,Female,Black,Golden,White,Small,Yes,No,No,No,Healthy,0.0,"Ginger,a really affectionate kitten. The first time I met her on street,this sweet and small kitty lay upon my feet. She loves hug so much where she would just fall asleep whenever put her on chest. Probably she misses mother love. Ginger is very loving and playful. mix well with other cats. Adopter is required to sign an agreement with basic conditions listed.",9ea3739e8-1.jpg,Domestic_Short_Hair,True
Cat,12.0,Male,Golden,Unknown,Unknown,Large,Yes,Yes,Yes,No,Healthy,0.0,T-rex ni kawan sy bg.. coz mak dia da x kasi bela.. so dia offer n sy pon bela la dia.. Budak baik ni.. x nakal.. senyap je... *update : previous owner t-rex amek dia balik... coz last time hantar pon sbb mak mertua my friend marah2 sbb kucing byk.. now dia da duk sendri and i dgn sukarela bg balik la kat owner dia sbb diorg pon sbnrnya syg sgt kat t-rex ni..,9137fd90c-1.jpg,Domestic_Short_Hair,False
Dog,2.0,Male,Black,Brown,Unknown,Small,Yes,Unknown,Yes,No,Healthy,0.0,These 4 puppies were abandoned at the nearby stalls in Klang. Not sure of their background but they are 2 months old and will grow small size below 10kg at full grown. Miniature pinscher mixed.. and miniature pinscher can be quite yappy so not really suitable for condo or apartment... . but definitely a small breed indoor dog. 3 males 1 female. adopters must be willing to neutered at 5-6 months of age. .,c02ce1bc0-5.jpg,Miniature_Pinscher,False
Cat,60.0,Female,Black,Golden,White,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Layla was rescued from the streets with her kittens. Now that her kittens have all gone to their new families, Layla is looking for a family to call her own. She is a very good-natured and loving girl. She is playful and enjoys interacting with people. If you would like Layla to be a part of your family, please contact me. I am willing to provide transportation to her new home, if needed. The home she goes to should be a safe and loving home.",4a5a02164-1.jpg,Calico,False
Dog,60.0,Female,Gray,Unknown,Unknown,Large,Yes,No,Yes,Yes,Healthy,0.0,Five years old of age in a healthy condition.,4a108fa61-1.jpg,Great_Dane,True
Dog,5.0,Female,Brown,Unknown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Angel is a sweet lovable cute dog. Only a bit fearful. But can bark aldy. Looking for someone who loves dog to care and love her.Call Lim,42b4b0024-2.jpg,Mixed_Breed,False
Dog,3.0,Female,Golden,Unknown,Unknown,Medium,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"Pudding is an energetic fun dog that loves other people, she is currently staying at the SPCA. She is learning how to sit. The price may change while visiting if the animal has been given her shots or spaded. To contact me or email the SPCA directly.",ef15e6473-1.jpg,Mixed_Breed,False
Dog,2.0,Male,Black,White,Unknown,Medium,No,No,Yes,No,Healthy,0.0,"Cute, furry, active and a great appetite for food!",fa41fb473-5.jpg,Dalmatian,True
Dog,36.0,Male,Black,Brown,White,Medium,Yes,Yes,Yes,Yes,Healthy,350.0,"Update on boyboy, owner was nowhere to be found, so he is up for adoption now, he was neutered, vaccinated,n dewormed, pls call me or whatsapp for more details, will perform a basic screening on genuine adopter. Received a friend's message this poor beagle was found sitting in front of vista mutiara kepong, any1 who lost their lovely beagle pls call me , pls provide some prove that his belong to u! Prior on finding rightful owner!",3ca057824-1.jpg,Beagle,False
Cat,5.0,Female,White,Unknown,Unknown,Medium,No,No,No,No,Healthy,0.0,22 June - been feeding this kitten plus a few other adult cats at the back of my house. This kitten needs a home. I think it is female. She is healthy and quite manja :),93ccba02b-1.jpg,Siamese,False
