"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out"
"3684",31,"F","African-American","25 - 45","Medium","Male",0,-1,7,0,0,"2013-04-04 10:04:39","2013-04-05 09:22:00"
"3685",30,"F","Caucasian","25 - 45","Low","Male",1,-1,3,0,0,"2014-03-10 03:11:33","2014-03-11 01:26:00"
"3686",29,"F","African-American","25 - 45","High","Male",3,-1,9,1,1,"2013-04-19 10:51:38","2013-04-20 09:50:28"
"3687",53,"F","Caucasian","Greater than 45","Medium","Female",6,-1,5,1,1,"2014-01-06 10:28:38","2014-01-17 06:13:46"
"3688",21,"F","African-American","Less than 25","High","Male",1,-1,9,1,1,"2013-10-14 05:20:14","2015-01-13 06:24:21"
"3689",21,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0,"2013-12-06 11:23:29","2013-12-07 01:44:43"
"3690",27,"F","African-American","25 - 45","Medium","Female",1,0,5,1,1,"2013-10-25 04:39:33","2013-10-25 08:52:43"
"3691",65,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0,"2014-02-23 10:06:57","2014-02-24 09:55:50"
"3692",59,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2014-02-05 04:46:13","2014-02-05 09:09:15"
"3693",59,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-11-17 10:33:58","2013-11-19 08:59:35"
"3694",24,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-03-14 08:45:46","2013-03-17 08:58:08"
"3695",40,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-02-20 06:23:55","2013-02-21 08:02:45"
"3696",51,"F","African-American","Greater than 45","Low","Male",0,-1,1,1,1,"2014-06-23 01:48:55","2014-06-25 09:25:00"
"3697",34,"F","African-American","25 - 45","High","Male",10,-1,9,1,1,"2013-03-17 08:10:17","2013-03-18 02:41:05"
"3698",30,"F","Hispanic","25 - 45","Low","Male",1,0,2,1,1,"2013-02-08 12:28:38","2013-02-08 01:15:00"
"3699",52,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0,"2014-02-23 02:25:36","2014-02-24 01:35:35"
"3700",38,"F","African-American","25 - 45","Low","Male",2,-1,3,1,1,"2013-05-25 08:47:26","2013-05-28 01:16:45"
"3701",22,"F","African-American","Less than 25","High","Female",0,-6,8,0,0,"2013-07-17 11:09:16","2013-07-18 07:36:50"
"3702",43,"F","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-01-31 08:25:07","2013-02-03 08:56:37"
"3703",32,"F","Caucasian","25 - 45","High","Male",5,0,9,1,1,"2013-12-10 06:11:40","2014-02-03 08:48:44"
"3704",55,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-10-03 06:04:09","2013-10-04 08:21:14"
"3705",26,"F","African-American","25 - 45","Low","Male",2,-1,2,1,0,"2013-12-13 03:52:22","2013-12-22 01:52:00"
"3706",23,"M","Caucasian","Less than 25","Low","Male",1,-1,2,0,0,"2013-11-21 07:44:23","2013-11-22 05:14:14"
"3707",47,"F","Other","Greater than 45","Low","Female",0,-1,1,0,0,"2013-05-25 09:23:37","2013-05-28 10:06:23"
"3708",28,"M","Caucasian","25 - 45","Low","Male",1,-1,2,1,1,"2014-05-03 11:13:44","2014-05-04 08:36:19"
"3709",27,"F","Hispanic","25 - 45","Low","Male",0,0,2,1,1,"2013-09-22 03:53:21","2013-09-22 08:00:54"
"3710",61,"F","Hispanic","Greater than 45","Low","Male",2,-1,4,1,1,"2013-02-23 04:41:56","2013-02-26 05:46:04"
"3711",26,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-05-25 05:26:05","2013-05-27 06:22:44"
"3712",28,"M","Caucasian","25 - 45","Medium","Female",1,0,5,1,1,"2014-10-14 03:43:55","2014-10-14 07:31:07"
"3713",43,"F","African-American","25 - 45","Medium","Male",0,-1,5,1,1,"2014-03-01 03:19:11","2014-03-03 02:37:00"
"3714",33,"M","African-American","25 - 45","Medium","Male",21,-6,7,1,1,"2014-05-09 07:11:46","2014-05-15 10:33:16"
"3715",21,"M","Caucasian","Less than 25","Low","Male",0,-1,3,0,0,"2013-12-30 11:33:39","2013-12-31 07:58:02"
"3716",32,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0,"2013-02-23 05:11:38","2013-02-24 06:41:29"
"3717",22,"F","African-American","Less than 25","Low","Male",1,0,4,1,1,"2013-02-16 03:47:28","2013-02-16 08:18:00"
"3718",51,"F","African-American","Greater than 45","Low","Male",3,0,1,0,0,"2013-10-10 01:07:03","2013-10-10 08:58:56"
"3719",20,"F","African-American","Less than 25","High","Male",2,-1,10,1,1,"2013-09-30 03:21:37","2014-02-06 06:23:17"
"3720",35,"F","Caucasian","25 - 45","Low","Male",2,-1,3,0,0,"2014-02-13 01:00:49","2014-02-14 01:28:38"
"3721",37,"F","African-American","25 - 45","Low","Female",3,-1,1,0,0,"2013-09-05 07:35:42","2013-10-04 08:46:45"
"3722",28,"M","African-American","25 - 45","Medium","Male",0,-2,7,1,1,"2013-11-03 01:15:31","2013-11-03 01:25:05"
"3723",41,"M","Caucasian","25 - 45","Medium","Male",3,-1,5,1,1,"2013-09-28 06:04:01","2013-09-30 03:51:21"
"3724",24,"M","African-American","Less than 25","High","Male",0,-1,8,1,1,"2013-01-17 07:29:28","2013-01-19 03:27:48"
"3725",33,"M","African-American","25 - 45","Low","Female",3,-1,4,0,0,"2013-01-31 11:52:39","2013-02-02 12:53:13"
"3726",30,"F","Caucasian","25 - 45","Medium","Female",4,-1,6,0,0,"2014-01-05 09:58:29","2014-02-04 01:08:43"
"3727",20,"F","African-American","Less than 25","Medium","Male",1,0,7,1,1,"2014-09-11 03:33:46","2014-09-17 05:49:54"
"3728",42,"F","African-American","25 - 45","Low","Female",1,-10,1,0,0,"2013-10-20 12:32:39","2013-10-20 06:19:35"
"3729",40,"F","African-American","25 - 45","Medium","Female",15,-1,7,1,1,"2014-01-06 11:02:48","2014-03-13 06:17:07"
"3730",39,"F","African-American","25 - 45","Low","Male",0,-1,4,1,1,"2014-09-16 05:35:10","2014-09-17 01:31:40"
"3731",21,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0,"2014-03-02 01:56:04","2014-03-05 03:46:32"
"3732",39,"F","Caucasian","25 - 45","Low","Male",2,-2,2,1,1,"2013-04-09 05:58:14","2013-04-11 05:07:21"
"3733",24,"F","Caucasian","Less than 25","Low","Male",0,0,2,0,0,"2013-12-30 06:38:43","2013-12-30 08:21:57"
"3734",41,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-04-21 11:38:31","2013-04-22 07:28:57"
"3735",39,"F","African-American","25 - 45","Low","Male",1,-1,4,0,0,"2013-10-02 05:59:48","2013-10-03 07:59:23"
"3736",24,"F","African-American","Less than 25","High","Female",3,-1,8,0,0,"2013-01-24 01:05:25","2013-01-24 02:11:02"
"3737",24,"F","African-American","Less than 25","Low","Female",1,-23,4,0,0,"2013-05-07 04:49:30","2013-05-08 01:00:01"
"3738",29,"M","African-American","25 - 45","Low","Male",0,-1,2,1,1,"2013-02-27 07:21:50","2013-02-28 08:03:30"
"3739",25,"M","Caucasian","25 - 45","Medium","Male",2,-12,5,1,1,"2013-10-09 01:53:02","2013-10-20 02:26:17"
"3740",23,"F","Caucasian","Less than 25","Medium","Female",0,-1,6,1,1,"2014-05-09 08:34:58","2014-05-11 01:50:08"
"3741",22,"F","African-American","Less than 25","High","Male",1,0,10,1,1,"2013-08-25 04:32:04","2013-08-25 08:08:17"
"3742",26,"M","Other","25 - 45","Medium","Female",4,-1,7,1,1,"2014-07-07 10:28:01","2014-07-09 10:06:53"
"3743",26,"M","African-American","25 - 45","High","Male",3,-1,9,1,1,"2013-04-23 05:44:25","2013-11-14 06:32:36"
"3744",24,"M","African-American","Less than 25","Medium","Female",3,-1,6,1,1,"2014-10-23 06:05:52","2014-10-26 04:44:05"
"3745",44,"M","African-American","25 - 45","Medium","Male",0,-1,5,0,0,"2013-01-08 05:46:22","2013-02-11 09:37:00"
"3746",36,"F","Caucasian","25 - 45","Low","Male",1,-19,2,1,1,"2014-03-02 12:45:36","2014-03-21 11:05:26"
"3747",39,"F","Caucasian","25 - 45","High","Male",10,-1,8,1,1,"2013-04-16 08:15:37","2013-04-17 09:08:31"
"3748",42,"F","Caucasian","25 - 45","Low","Male",0,-1,4,0,0,"2013-12-09 09:39:35","2013-12-10 01:03:57"
"3749",45,"M","Caucasian","Greater than 45","Low","Male",1,-2,1,0,0,"2014-02-08 05:55:50","2014-02-09 08:45:07"
"3750",25,"F","African-American","25 - 45","High","Male",7,-1,10,1,1,"2013-05-16 04:11:47","2013-06-05 09:16:19"
"3751",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0,"2013-12-11 01:52:15","2013-12-16 11:33:44"
"3752",25,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0,"2013-04-14 06:30:50","2013-04-17 09:00:35"
"3753",32,"F","African-American","25 - 45","Low","Male",5,-10,4,0,0,"2013-05-21 04:49:19","2013-05-30 09:32:59"
"3754",23,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0,"2013-05-09 11:11:46","2013-05-13 07:39:52"
"3755",39,"M","Caucasian","25 - 45","Medium","Male",0,-1,5,0,0,"2013-01-06 10:10:12","2013-01-08 05:21:24"
"3756",27,"F","African-American","25 - 45","High","Male",12,-1,8,1,1,"2013-12-02 01:10:34","2013-12-03 01:33:52"
"3757",35,"M","Caucasian","25 - 45","Medium","Female",4,-1,7,0,0,"2013-12-05 07:28:23","2013-12-07 04:01:47"
"3758",38,"M","African-American","25 - 45","Low","Female",0,0,1,0,0,"2013-08-29 05:44:52","2013-08-30 03:36:06"
"3759",30,"F","African-American","25 - 45","Low","Male",4,-10,2,0,0,"2013-03-15 05:52:37","2013-03-22 09:44:51"
"3760",30,"F","Caucasian","25 - 45","Medium","Male",1,-1,5,0,0,"2013-12-16 10:45:49","2014-01-14 10:17:39"
"3761",30,"M","Caucasian","25 - 45","High","Female",0,0,8,0,0,"2013-02-13 04:01:09","2013-02-13 08:39:18"
"3762",26,"F","African-American","25 - 45","High","Male",18,-1,10,1,1,"2013-11-03 08:59:31","2014-05-20 06:30:33"
"3763",31,"F","African-American","25 - 45","Low","Male",2,-1,2,1,0,"2013-05-01 04:24:59","2013-05-03 09:29:24"
"3764",34,"F","Other","25 - 45","Low","Male",0,-1,2,0,0,"2013-10-14 03:41:56","2014-01-30 04:50:11"
"3765",25,"M","African-American","25 - 45","Medium","Female",0,-1,5,0,0,"2013-08-03 01:49:54","2013-09-16 07:24:51"
"3766",26,"F","Caucasian","25 - 45","Medium","Female",1,-13,6,0,0,"2013-02-06 10:37:48","2013-02-15 07:52:31"
"3767",38,"F","African-American","25 - 45","Medium","Male",2,0,7,1,1,"2013-04-28 06:17:50","2013-05-07 11:23:15"
"3768",37,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0,"2013-03-24 06:22:00","2013-03-25 01:56:07"
"3769",34,"M","Caucasian","25 - 45","Medium","Male",3,-1,5,0,0,"2013-12-26 08:22:16","2013-12-27 07:03:25"
"3770",38,"F","Hispanic","25 - 45","Low","Female",0,-1,2,0,0,"2013-10-12 02:23:33","2013-11-06 11:22:29"
"3771",31,"M","African-American","25 - 45","Medium","Female",0,-1,6,0,0,"2014-02-15 03:11:00","2014-02-17 12:42:48"
"3772",29,"M","Caucasian","25 - 45","Low","Female",0,0,2,0,0,"2013-04-10 01:34:30","2013-04-10 08:51:16"
"3773",20,"F","Caucasian","Less than 25","High","Male",1,28,9,1,1,"2013-09-26 11:33:04","2013-10-12 02:22:49"
"3774",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0,"2013-01-31 02:25:40","2013-02-01 08:48:35"
"3775",51,"M","Hispanic","Greater than 45","Low","Female",0,-3,1,0,0,"2014-03-21 10:24:01","2014-03-22 01:21:00"
"3776",24,"M","African-American","Less than 25","Low","Male",2,-1,4,1,1,"2014-03-30 12:21:59","2014-03-31 01:46:58"
"3777",47,"F","African-American","Greater than 45","High","Male",0,-1,8,1,1,"2014-12-29 01:25:41","2014-12-30 07:58:52"
"3778",36,"F","African-American","25 - 45","Medium","Female",1,-1,5,1,1,"2013-12-18 01:06:25","2013-12-24 05:27:07"
"3779",21,"M","African-American","Less than 25","Low","Male",1,-1,4,0,0,"2013-10-09 04:32:43","2013-10-10 05:30:24"
"3780",25,"M","African-American","25 - 45","High","Male",3,-1,10,1,1,"2013-11-09 12:41:34","2014-01-29 02:12:39"
"3781",23,"F","African-American","Less than 25","High","Male",5,-1,9,1,1,"2013-03-06 05:57:50","2013-03-11 05:35:56"
"3782",23,"M","Other","Less than 25","Low","Male",0,-1,3,0,0,"2013-09-15 08:38:11","2013-09-16 07:24:21"
"3783",24,"M","Caucasian","Less than 25","High","Female",0,-1,10,0,0,"2013-10-24 01:30:17","2013-10-24 09:21:19"
"3784",35,"F","Caucasian","25 - 45","Low","Male",2,-1,2,1,1,"2014-03-27 07:29:25","2014-03-29 09:08:16"
"3785",23,"M","Hispanic","Less than 25","Low","Female",0,-2,4,0,0,"2013-08-05 09:00:16","2013-08-06 01:36:03"
"3786",19,"M","African-American","Less than 25","Low","Female",0,-1,4,1,1,"2014-11-18 01:22:13","2014-11-19 10:10:03"
"3787",32,"F","Caucasian","25 - 45","Low","Male",0,-1,1,1,1,"2014-01-23 06:22:42","2014-01-29 01:56:31"
"3788",39,"M","Caucasian","25 - 45","Low","Female",0,-3,1,1,1,"2013-03-22 04:27:55","2013-03-23 02:26:59"
"3789",30,"F","African-American","25 - 45","High","Male",12,0,9,1,1,"2013-02-17 04:35:11","2013-02-26 07:47:02"
"3790",33,"F","African-American","25 - 45","Medium","Male",2,-1,7,0,0,"2013-01-03 10:41:22","2013-09-19 06:33:59"
"3791",36,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2014-01-10 10:17:29","2014-01-11 01:14:10"
"3792",29,"F","African-American","25 - 45","High","Male",8,-1,8,1,1,"2014-10-25 10:44:14","2014-10-28 05:22:44"
"3793",40,"F","Caucasian","25 - 45","Low","Female",0,0,2,0,0,"2013-08-23 04:51:28","2013-08-23 07:18:31"
"3794",53,"F","African-American","Greater than 45","Medium","Male",4,-4,7,0,0,"2013-08-31 09:11:48","2013-09-02 08:18:28"
"3795",28,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-10-27 10:37:31","2013-10-28 08:11:04"
"3796",38,"M","Hispanic","25 - 45","Low","Male",2,0,2,0,0,"2013-10-07 03:09:55","2013-11-05 11:20:31"
"3797",27,"F","African-American","25 - 45","High","Male",9,-1,9,1,1,"2013-01-25 07:13:40","2013-01-27 02:04:02"
"3798",55,"F","Caucasian","Greater than 45","Low","Male",0,-1,3,0,0,"2013-11-08 11:23:28","2013-11-09 02:08:01"
"3799",22,"M","African-American","Less than 25","Medium","Male",1,-1,7,0,0,"2013-08-21 06:28:25","2013-08-23 04:24:26"
"3800",34,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-11-19 05:25:02","2013-11-21 09:38:50"
"3801",55,"M","Caucasian","Greater than 45","Low","Male",1,-17,2,0,0,"2013-04-28 07:24:17","2013-05-02 08:55:43"
"3802",24,"F","Hispanic","Less than 25","High","Male",2,0,8,1,0,"2013-02-17 12:51:20","2013-05-20 05:55:11"
"3803",47,"M","African-American","Greater than 45","High","Female",21,-1,9,1,1,"2014-03-05 08:10:16","2014-03-27 05:34:22"
"3804",41,"M","Other","25 - 45","Low","Male",0,0,1,0,0,"2013-09-09 04:00:04","2013-09-09 08:07:16"
"3805",41,"F","Hispanic","25 - 45","Low","Male",0,-2,3,0,0,"2013-07-13 07:47:49","2013-07-14 01:34:09"
"3806",61,"F","African-American","Greater than 45","Low","Male",12,-1,3,0,0,"2013-02-05 05:43:08","2013-10-05 05:26:21"
"3807",57,"F","African-American","Greater than 45","Low","Male",3,0,1,0,0,"2013-04-27 06:02:34","2013-04-29 01:41:38"
"3808",38,"M","Caucasian","25 - 45","Low","Female",2,-1,3,0,0,"2013-10-19 06:29:28","2013-10-20 05:02:11"
"3809",25,"F","Caucasian","25 - 45","Low","Male",13,-1,4,1,1,"2014-01-26 04:55:31","2014-01-31 09:33:15"
"3810",23,"F","African-American","Less than 25","Low","Male",0,-1,2,1,1,"2014-11-27 03:02:28","2014-11-28 01:33:26"
"3811",23,"F","Caucasian","Less than 25","Medium","Male",3,-1,5,0,0,"2013-11-18 11:04:11","2013-11-28 03:13:08"
"3812",20,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2013-12-09 07:22:09","2013-12-10 01:53:59"
"3813",44,"F","Caucasian","25 - 45","High","Male",1,-1,8,0,0,"2013-10-03 06:09:07","2013-10-04 08:07:14"
"3814",38,"M","Caucasian","25 - 45","Low","Female",1,-23,1,0,0,"2013-12-18 11:16:17","2013-12-20 06:03:00"
"3815",56,"F","African-American","Greater than 45","Low","Male",5,-1,2,1,1,"2013-05-08 07:41:30","2014-12-27 05:41:15"
"3816",43,"F","Caucasian","25 - 45","Low","Male",2,0,2,1,1,"2013-09-15 06:58:53","2013-09-20 09:01:55"
"3817",22,"F","African-American","Less than 25","Low","Male",0,-1,3,1,1,"2013-04-24 12:13:57","2013-09-21 05:30:00"
"3818",32,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-12-26 06:54:13","2013-12-27 09:23:36"
"3819",29,"F","African-American","25 - 45","Medium","Male",0,0,6,0,0,"2013-11-20 02:07:01","2013-11-21 03:36:00"
"3820",22,"F","African-American","Less than 25","High","Male",1,0,9,1,1,"2013-02-23 02:35:50","2013-06-06 09:50:22"
"3821",23,"F","African-American","Less than 25","High","Male",3,-1,9,1,1,"2013-01-16 09:46:14","2013-03-01 09:56:04"
"3822",24,"F","Caucasian","Less than 25","Low","Male",1,-23,4,0,0,"2013-11-26 11:09:43","2013-11-28 12:59:40"
"3823",45,"M","Other","Greater than 45","Low","Male",0,0,1,0,0,"2014-02-03 03:10:19","2014-02-03 01:15:51"
"3824",21,"F","African-American","Less than 25","High","Male",2,-1,9,0,0,"2014-03-19 07:43:15","2014-03-20 09:45:37"
"3825",29,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-10-05 04:27:04","2013-10-06 08:51:00"
"3826",51,"M","Caucasian","Greater than 45","Low","Female",0,-1,4,1,1,"2013-01-13 05:17:52","2013-01-14 07:36:42"
"3827",36,"M","Hispanic","25 - 45","Low","Male",2,-1,2,1,1,"2014-09-21 02:00:22","2014-09-22 08:14:22"
"3828",25,"F","African-American","25 - 45","Low","Male",1,0,3,0,0,"2013-08-07 04:39:32","2013-08-07 08:25:38"
"3829",46,"F","Hispanic","Greater than 45","Low","Male",13,-1,3,0,0,"2013-01-02 05:11:36","2013-05-24 03:31:20"
"3830",62,"F","African-American","Greater than 45","High","Male",22,0,8,1,1,"2014-08-29 03:16:29","2014-10-01 09:24:33"
"3831",25,"F","African-American","25 - 45","Low","Male",0,-1,4,1,1,"2013-03-21 10:18:18","2013-03-22 08:27:16"
"3832",27,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,0,"2013-12-14 06:09:17","2013-12-16 02:52:14"
"3833",22,"F","Caucasian","Less than 25","High","Female",3,-1,9,1,1,"2014-12-02 09:38:12","2014-12-05 01:02:20"
"3834",37,"F","Hispanic","25 - 45","Low","Male",1,-1,1,0,0,"2014-03-17 06:38:54","2014-03-19 10:23:01"
"3835",21,"F","Caucasian","Less than 25","Low","Male",0,-1,3,1,1,"2014-03-25 03:55:09","2014-03-27 03:42:00"
"3836",39,"F","Caucasian","25 - 45","Medium","Female",2,-1,5,1,1,"2013-05-06 09:19:19","2013-05-07 08:11:37"
"3837",43,"F","African-American","25 - 45","Low","Male",8,-1,3,1,1,"2013-12-03 05:36:54","2013-12-04 09:08:37"
"3838",22,"M","African-American","Less than 25","Medium","Male",0,0,6,1,1,"2013-08-05 04:56:13","2013-08-06 02:53:04"
"3839",28,"F","African-American","25 - 45","Medium","Female",4,-1,7,0,0,"2014-01-30 06:24:26","2014-02-01 09:12:42"
"3840",43,"F","Caucasian","25 - 45","High","Male",0,-1,9,1,1,"2014-03-24 04:46:11","2014-03-25 03:27:36"
"3841",27,"F","Caucasian","25 - 45","High","Male",7,-1,8,1,1,"2014-10-26 11:43:59","2014-10-27 08:16:00"
"3842",27,"F","Other","25 - 45","Low","Male",0,-1,2,1,1,"2013-03-21 10:53:37","2013-05-14 11:04:26"
"3843",31,"F","Caucasian","25 - 45","Low","Male",1,-1,2,1,1,"2014-04-02 07:34:34","2014-04-03 10:48:58"
"3844",28,"M","African-American","25 - 45","Low","Female",0,0,2,0,0,"2013-03-20 03:43:32","2013-03-21 01:37:09"
"3845",58,"M","Caucasian","Greater than 45","Low","Male",3,-4,2,0,0,"2013-11-08 10:40:39","2013-11-09 01:44:01"
"3846",22,"F","Caucasian","Less than 25","Low","Male",0,-1,4,1,1,"2014-05-15 07:37:39","2014-05-21 08:48:32"
"3847",31,"F","African-American","25 - 45","Low","Male",5,-1,4,1,0,"2013-12-16 07:40:55","2013-12-18 10:47:22"
"3848",33,"F","African-American","25 - 45","Low","Male",0,0,3,0,0,"2013-03-24 07:30:48","2013-05-03 09:30:14"
"3849",26,"M","African-American","25 - 45","High","Male",6,0,10,1,1,"2013-05-10 02:14:04","2013-05-11 05:25:31"
"3850",23,"M","African-American","Less than 25","Medium","Female",1,0,5,0,0,"2014-01-29 12:59:29","2014-01-29 07:47:45"
"3851",32,"F","Caucasian","25 - 45","High","Male",11,-1,10,0,0,"2013-09-19 02:19:06","2014-02-07 08:54:45"
"3852",22,"F","Caucasian","Less than 25","High","Male",0,0,8,0,0,"2013-04-07 02:58:17","2013-04-08 03:59:46"
"3853",35,"F","African-American","25 - 45","Low","Female",2,-1,2,0,0,"2013-04-16 01:34:39","2013-04-17 06:59:17"
"3854",47,"F","Caucasian","Greater than 45","Medium","Male",1,0,6,1,1,"2013-04-12 07:17:57","2013-07-03 06:42:50"
"3855",35,"F","Hispanic","25 - 45","Low","Male",2,-14,1,0,0,"2013-07-09 12:32:41","2013-07-23 10:10:46"
"3856",29,"F","African-American","25 - 45","High","Male",17,-1,9,1,1,"2013-03-12 02:05:37","2013-03-13 09:39:33"
"3857",54,"M","Caucasian","Greater than 45","Low","Female",1,-7,2,0,0,"2013-05-06 04:01:50","2013-05-10 08:38:25"
"3858",29,"F","Caucasian","25 - 45","High","Male",0,-1,8,0,0,"2013-08-10 05:05:35","2013-11-08 03:38:30"
"3859",28,"M","Other","25 - 45","Low","Female",0,-1,4,1,1,"2014-05-06 11:30:40","2014-05-07 09:38:32"
"3860",51,"F","African-American","Greater than 45","High","Male",17,-2,8,1,1,"2013-07-10 11:25:29","2013-07-11 08:16:02"
"3861",36,"M","African-American","25 - 45","Medium","Female",0,0,6,0,0,"2013-02-09 04:56:26","2013-02-10 01:22:54"
"3862",35,"M","Caucasian","25 - 45","Low","Male",3,-1,4,1,1,"2013-01-19 09:17:39","2013-01-29 05:22:25"
"3863",20,"F","African-American","Less than 25","Low","Male",1,-1,4,1,1,"2013-10-23 04:10:14","2013-10-24 09:34:30"
"3864",25,"F","African-American","25 - 45","Medium","Male",0,0,5,0,0,"2013-03-02 01:54:09","2013-03-04 09:44:28"
"3865",29,"M","African-American","25 - 45","Medium","Male",2,-1,5,0,0,"2013-07-31 06:22:13","2013-08-01 08:25:25"
"3866",31,"F","Hispanic","25 - 45","High","Male",0,0,10,1,1,"2013-11-30 05:18:06","2013-11-30 01:05:02"
"3867",39,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0,"2013-01-10 02:12:21","2013-01-10 07:13:09"
"3868",30,"F","African-American","25 - 45","Low","Male",1,-1,4,1,1,"2013-02-25 04:21:41","2013-07-07 04:30:08"
"3869",23,"F","African-American","Less than 25","Medium","Female",0,0,7,0,0,"2014-01-23 01:39:34","2014-01-23 08:11:47"
"3870",23,"F","African-American","Less than 25","Low","Female",1,-1,4,0,0,"2013-12-22 09:21:51","2013-12-23 04:21:18"
"3871",37,"M","Hispanic","25 - 45","Low","Female",0,-3,3,0,0,"2013-06-14 10:05:29","2013-06-15 01:27:00"
"3872",30,"F","African-American","25 - 45","Medium","Male",21,0,7,1,1,"2014-11-12 12:33:19","2014-11-13 03:38:10"
"3873",33,"F","African-American","25 - 45","High","Male",18,-1,9,1,1,"2013-12-08 11:11:49","2013-12-09 08:32:49"
